Address,AdjustedPower,WinCount,SectorTotal,SectorActive,SectorFaults,SectorRecoveries,ReputationScore
f072296843,94.42,15951.0,1695862.0,1695855.0,0.0,7.0,863.8640881726576
f039944693,91.97,11983.0,1934589.0,1934582.0,0.0,7.0,862.2198906522392
f047296643,82.09,18178.0,1944992.0,1944990.0,0.0,2.0,861.7564707469396
f069267089,99.82,14101.0,1912952.0,1912944.0,1.0,7.0,860.5634654435851
f081541162,97.19,14106.0,1702617.0,1702610.0,0.0,7.0,858.1587815455398
f065635689,88.11,17180.0,1751025.0,1751019.0,0.0,6.0,857.3072984182529
f059558087,90.26,13878.0,1871648.0,1871642.0,0.0,6.0,857.0272938364868
f053927558,97.84,16970.0,1474369.0,1474360.0,0.0,9.0,853.9788079345974
f057548475,99.62,17283.0,1494312.0,1494306.0,0.0,6.0,853.2573743286995
f064789424,99.81,14717.0,1543475.0,1543466.0,0.0,9.0,853.1932026625329
f093075999,81.99,14590.0,1977075.0,1977069.0,0.0,6.0,852.4067442959406
f018237339,88.9,13095.0,1950919.0,1950915.0,0.0,4.0,849.9981740783786
f030168556,91.99,19960.0,1967437.0,1967428.0,2.0,7.0,849.3470733769052
f094312733,93.58,14840.0,1665874.0,1665866.0,0.0,8.0,849.2025212485393
f029081171,89.69,17695.0,1924698.0,1924692.0,1.0,5.0,848.9702899603446
f033014767,97.2,18344.0,1465999.0,1465993.0,0.0,6.0,848.7714241470252
f082079586,94.36,18232.0,1700856.0,1700846.0,1.0,9.0,848.2889517972657
f034437627,98.92,15503.0,1893226.0,1893222.0,1.0,3.0,847.7435400289913
f083538862,89.15,18617.0,1780610.0,1780600.0,1.0,9.0,847.3039119821966
f085764264,91.46,18824.0,1845184.0,1845179.0,1.0,4.0,846.5695871700967
f057979230,91.65,11519.0,1796659.0,1796649.0,0.0,10.0,844.6780870248214
f083558208,98.02,15760.0,1901570.0,1901567.0,1.0,2.0,843.6097283108448
f051003627,97.38,15211.0,1691564.0,1691562.0,0.0,2.0,843.5612914993071
f027099019,87.88,19558.0,1612033.0,1612029.0,0.0,4.0,843.147635441478
f079062370,92.37,10985.0,1849223.0,1849215.0,0.0,8.0,842.8325591957804
f085652931,87.15,16301.0,1886972.0,1886961.0,1.0,10.0,842.6709451768529
f088676513,89.13,16538.0,1859730.0,1859720.0,1.0,9.0,842.5208953281949
f045055708,95.92,19197.0,1514790.0,1514788.0,0.0,2.0,842.2960575259101
f060996998,84.32,17687.0,1611026.0,1611016.0,0.0,10.0,840.1599088276425
f038534919,91.6,10444.0,1851087.0,1851078.0,0.0,9.0,839.8777241154157
f064984493,99.79,14386.0,1763401.0,1763392.0,1.0,8.0,839.539140376056
f019508418,90.7,19936.0,1440765.0,1440758.0,0.0,7.0,839.1723097289894
f036596815,72.91,17414.0,1919384.0,1919377.0,0.0,7.0,838.550309029751
f070853240,91.77,17933.0,1662931.0,1662930.0,0.0,1.0,837.9247063758388
f067858655,89.62,13564.0,1770232.0,1770225.0,0.0,7.0,837.1375844912802
f095601822,88.39,17760.0,1729268.0,1729267.0,0.0,1.0,836.045433918799
f030509097,77.4,18884.0,1762358.0,1762352.0,0.0,6.0,835.0003931219229
f094903980,82.56,18245.0,1716040.0,1716035.0,0.0,5.0,834.9875967040019
f034112940,83.66,17394.0,1610836.0,1610826.0,0.0,10.0,834.8441820350066
f074007748,85.69,17715.0,1595919.0,1595911.0,0.0,8.0,833.2771421752373
f054521427,99.35,13937.0,1536273.0,1536266.0,0.0,7.0,833.2116434731383
f066944942,92.22,18474.0,1375123.0,1375113.0,0.0,10.0,832.8511636408916
f084894383,99.19,19712.0,1323428.0,1323424.0,0.0,4.0,832.7768496286693
f066714863,84.43,16193.0,1767336.0,1767331.0,0.0,5.0,832.3517241888518
f033470511,98.46,19477.0,1547114.0,1547107.0,1.0,6.0,832.2715333032139
f068798218,89.65,16394.0,1799599.0,1799589.0,1.0,9.0,831.7281120888383
f095256852,92.6,14968.0,1533104.0,1533094.0,0.0,10.0,831.0086690368393
f015466277,97.01,17330.0,1771488.0,1771485.0,1.0,2.0,830.0015435523217
f033165738,92.28,14741.0,1670047.0,1670042.0,0.0,5.0,829.90827188392
f017601974,80.42,18148.0,1861322.0,1861322.0,0.0,0.0,829.7997393022944
f088964045,77.73,15836.0,1973779.0,1973777.0,0.0,2.0,828.4833196572138
f015240132,85.69,12252.0,1812131.0,1812122.0,0.0,9.0,827.2223511564567
f044459044,97.55,19197.0,1869046.0,1869041.0,2.0,3.0,825.5857366985101
f094883810,99.16,19150.0,1761244.0,1761236.0,2.0,6.0,825.0258223232588
f021824304,75.84,19746.0,1921929.0,1921921.0,1.0,7.0,824.8523597692196
f094600892,97.85,17459.0,1940516.0,1940511.0,2.0,3.0,823.7980297208156
f011718129,87.74,12107.0,1955750.0,1955749.0,0.0,1.0,822.9328022927989
f076206161,94.2,12310.0,1840896.0,1840896.0,0.0,0.0,822.8373504939368
f050932368,94.98,16394.0,1718101.0,1718094.0,1.0,6.0,822.2689051734047
f039199839,93.34,14325.0,1574320.0,1574313.0,0.0,7.0,821.3151454910313
f082571282,98.1,11111.0,1783803.0,1783802.0,0.0,1.0,820.1750320484167
f075371775,89.79,17361.0,1512041.0,1512035.0,0.0,6.0,820.0869737354644
f082735254,93.39,19372.0,1238506.0,1238496.0,0.0,10.0,819.8998616689761
f081668002,87.57,17903.0,1600555.0,1600552.0,0.0,3.0,819.3695212373641
f082408413,89.11,18537.0,1612307.0,1612307.0,0.0,0.0,819.2280023339869
f043763613,96.92,19991.0,1682398.0,1682388.0,2.0,8.0,819.0357717003301
f054081546,65.92,17676.0,1917318.0,1917310.0,0.0,8.0,818.878612730605
f036978177,89.67,15907.0,1577266.0,1577260.0,0.0,6.0,818.2149051877725
f040525785,98.64,15653.0,1484135.0,1484132.0,0.0,3.0,817.9439054926916
f044244236,92.27,18571.0,1739710.0,1739707.0,1.0,2.0,817.7685471730343
f080376175,95.46,13268.0,1636898.0,1636894.0,0.0,4.0,816.9794347345768
f018043611,84.55,19747.0,1406022.0,1406013.0,0.0,9.0,816.9550741463866
f090343760,95.8,15274.0,1625003.0,1625003.0,0.0,0.0,816.0707942739099
f083972587,97.62,18326.0,1710967.0,1710956.0,2.0,9.0,816.0629268465955
f035006337,98.4,17265.0,1848350.0,1848343.0,2.0,5.0,816.050604370079
f052933249,89.93,17543.0,1915222.0,1915212.0,2.0,8.0,813.4667706211407
f057150274,95.68,16933.0,1277995.0,1277985.0,0.0,10.0,812.949795337135
f071956584,93.78,19256.0,1749298.0,1749288.0,2.0,8.0,812.8460969578351
f032295937,88.07,11312.0,1883659.0,1883656.0,0.0,3.0,812.4602138663081
f025540479,97.83,17131.0,1572279.0,1572272.0,1.0,6.0,812.4162321039726
f016631416,84.55,14551.0,1691212.0,1691205.0,0.0,7.0,812.2897845372576
f094368836,97.11,18399.0,1597036.0,1597032.0,1.0,3.0,812.1808728025085
f016182406,66.02,19098.0,1806398.0,1806390.0,0.0,8.0,811.7088271636472
f079046515,92.2,19120.0,1730330.0,1730329.0,1.0,0.0,811.4501499450828
f059457036,72.4,16184.0,1996120.0,1996119.0,0.0,1.0,811.0691010558817
f030995945,86.54,19062.0,1587875.0,1587875.0,0.0,0.0,809.8284172472366
f096825527,71.81,19814.0,1916635.0,1916627.0,1.0,7.0,809.2134308807846
f055465359,63.15,16557.0,1926045.0,1926035.0,0.0,10.0,808.9023357428846
f030464675,86.83,14316.0,1587974.0,1587965.0,0.0,9.0,808.6140845806807
f078050770,79.58,18675.0,1689700.0,1689698.0,0.0,2.0,808.5533252926265
f052234069,80.82,17014.0,1996513.0,1996510.0,1.0,2.0,808.280808985051
f020578665,96.03,11937.0,1620727.0,1620722.0,0.0,5.0,808.197964027548
f072496042,97.64,19277.0,1595976.0,1595975.0,1.0,0.0,808.0938864951245
f054017073,70.32,14636.0,1924326.0,1924318.0,0.0,8.0,808.0742653209791
f037632380,96.25,12094.0,1557087.0,1557080.0,0.0,7.0,807.9342630300958
f090057292,74.88,16449.0,1891643.0,1891641.0,0.0,2.0,807.9169167746921
f097225443,85.57,14930.0,1578205.0,1578196.0,0.0,9.0,807.8047822383922
f012754224,53.85,19322.0,1967797.0,1967787.0,0.0,10.0,807.7652555252588
f011383812,90.31,17118.0,1748504.0,1748499.0,1.0,4.0,807.7101835340584
f010585556,78.19,14610.0,1765752.0,1765744.0,0.0,8.0,807.6052529071067
f052546976,88.91,17272.0,1415714.0,1415706.0,0.0,8.0,807.1241075932797
f072028824,95.96,19266.0,1649246.0,1649235.0,2.0,9.0,806.978228428981
f068575220,77.34,18106.0,1798539.0,1798528.0,1.0,10.0,805.8204843661199
f063415016,75.06,17151.0,1888906.0,1888906.0,0.0,0.0,805.2560201533853
f020861157,94.16,14473.0,1913227.0,1913216.0,2.0,9.0,804.7660595294351
f038264413,95.91,16473.0,1877007.0,1877000.0,2.0,5.0,804.535155277173
f039921583,93.82,13898.0,1639778.0,1639777.0,0.0,1.0,803.0610079326815
f085414483,99.55,19079.0,1840689.0,1840678.0,3.0,8.0,802.9768359392461
f053030506,97.61,18492.0,1231382.0,1231377.0,0.0,5.0,802.5116150566095
f030168030,97.11,16480.0,1666747.0,1666744.0,1.0,2.0,802.4672541411503
f055783559,78.85,17792.0,1891014.0,1891008.0,1.0,5.0,802.403840781231
f074914609,83.85,15603.0,1824899.0,1824890.0,1.0,8.0,802.2964456589762
f010765774,90.11,12089.0,1975006.0,1975001.0,1.0,4.0,802.2223212233156
f057056356,88.37,16540.0,1436208.0,1436200.0,0.0,8.0,802.0233606217154
f098539857,83.72,14848.0,1886344.0,1886336.0,1.0,7.0,801.5562439734609
f081683832,95.22,11478.0,1898515.0,1898510.0,1.0,4.0,801.3045810876825
f068163799,85.22,12066.0,1766388.0,1766382.0,0.0,6.0,800.7875110153959
f061578593,95.08,19626.0,1341135.0,1341124.0,1.0,10.0,800.7769895162165
f014426433,97.35,18298.0,1411044.0,1411035.0,1.0,8.0,800.5703510638638
f071246367,73.03,15547.0,1931002.0,1931000.0,0.0,2.0,799.814224947158
f067153207,93.64,17645.0,1535311.0,1535303.0,1.0,7.0,799.1328867840791
f081427298,95.29,15940.0,1458931.0,1458929.0,0.0,2.0,798.445292594461
f022701588,97.35,15360.0,1569116.0,1569108.0,1.0,7.0,797.9489811556906
f081027332,92.61,14700.0,1695155.0,1695147.0,1.0,7.0,797.6151368303756
f099698733,80.59,10469.0,1896271.0,1896264.0,0.0,7.0,797.4571247661223
f078663608,99.71,15584.0,1907268.0,1907265.0,2.0,1.0,797.2957951120377
f028250564,68.53,16111.0,1854509.0,1854502.0,0.0,7.0,797.2937097698581
f069968143,76.03,16975.0,1958846.0,1958840.0,1.0,5.0,796.8268774864463
f038599231,83.26,14942.0,1714337.0,1714334.0,0.0,3.0,796.531611991456
f084335269,89.19,19451.0,1293074.0,1293068.0,0.0,6.0,796.1117946953683
f065574721,91.78,16549.0,1785708.0,1785696.0,2.0,10.0,795.9849679755299
f039636451,76.03,19189.0,1967053.0,1967052.0,1.0,0.0,795.6722614368547
f067414346,91.27,16309.0,1752303.0,1752300.0,1.0,2.0,794.9232444412162
f036345544,75.29,13622.0,1954973.0,1954971.0,0.0,2.0,794.6806812304038
f040277513,96.36,16558.0,1461649.0,1461639.0,1.0,9.0,794.6564154304943
f065965507,99.27,11270.0,1613662.0,1613661.0,0.0,1.0,793.8635114608013
f072794368,70.64,16974.0,1674681.0,1674671.0,0.0,10.0,793.6008531344389
f034806851,78.89,15187.0,1943458.0,1943451.0,1.0,6.0,792.5446273204171
f011468898,84.18,19908.0,1748025.0,1748024.0,1.0,0.0,791.8659432292033
f042063959,96.52,11718.0,1731536.0,1731528.0,1.0,7.0,791.0711434938919
f014052351,67.24,18954.0,1953734.0,1953726.0,1.0,7.0,790.7674418419019
f012215994,71.08,16007.0,1741550.0,1741542.0,0.0,8.0,789.3012567130058
f021211216,99.74,19852.0,1722648.0,1722637.0,3.0,8.0,788.6465540568587
f088657677,95.23,14483.0,1930609.0,1930603.0,2.0,4.0,788.5164097471886
f054361769,63.18,17505.0,1764562.0,1764552.0,0.0,10.0,787.3886187810905
f064516486,93.17,16392.0,1468420.0,1468420.0,0.0,0.0,787.0119301528107
f018452606,95.93,18243.0,1569930.0,1569929.0,1.0,0.0,786.871548708804
f094839420,83.89,18154.0,1789470.0,1789468.0,1.0,1.0,786.7368545616511
f067033407,80.44,15838.0,1623477.0,1623472.0,0.0,5.0,786.5862359833077
f019628901,87.09,12347.0,1812002.0,1811992.0,1.0,9.0,786.0122929424838
f097682832,87.89,11784.0,1723917.0,1723914.0,0.0,3.0,785.9684059684289
f014986294,57.75,17707.0,1979259.0,1979254.0,0.0,5.0,785.7202502490437
f079798317,75.53,14557.0,1904126.0,1904115.0,1.0,10.0,785.334272369236
f021282996,94.45,14284.0,1489188.0,1489186.0,0.0,2.0,785.2994850701473
f080177538,74.19,14159.0,1849743.0,1849739.0,0.0,4.0,785.129624470782
f091109991,89.95,14018.0,1865294.0,1865292.0,1.0,1.0,784.8835540935767
f094816121,66.28,18414.0,1942791.0,1942782.0,1.0,8.0,784.6737876279541
f072645832,98.64,11249.0,1603109.0,1603098.0,1.0,10.0,784.534828008161
f072531538,87.82,14469.0,1705807.0,1705798.0,1.0,8.0,784.0227817147619
f074853680,97.26,16889.0,1245301.0,1245297.0,0.0,4.0,783.8894146035416
f038740230,92.54,13110.0,1973787.0,1973779.0,2.0,6.0,782.9669350538636
f046501797,62.77,18213.0,1811554.0,1811548.0,0.0,6.0,782.496406027497
f026136827,98.67,19605.0,1572196.0,1572190.0,2.0,4.0,782.1631304318673
f068380838,97.68,16424.0,1375814.0,1375804.0,1.0,9.0,782.1187695164083
f064282845,97.81,19678.0,1659332.0,1659329.0,2.0,1.0,781.8953535383366
f071276270,71.32,19190.0,1837733.0,1837726.0,1.0,6.0,781.7435027123416
f087501407,76.94,18357.0,1739247.0,1739239.0,1.0,7.0,781.224726450999
f089129693,75.59,16209.0,1947453.0,1947448.0,1.0,4.0,780.9986564010626
f013543083,74.46,10499.0,1878601.0,1878592.0,0.0,9.0,780.6282237993219
f079324953,66.29,14660.0,1958047.0,1958043.0,0.0,4.0,780.4573205288667
f097662048,85.19,19772.0,1546582.0,1546576.0,1.0,5.0,779.913994102772
f029007650,90.23,16071.0,1803208.0,1803198.0,2.0,8.0,779.4161660515074
f098766843,75.53,19181.0,1765309.0,1765303.0,1.0,5.0,779.1513275946845
f076666844,77.21,12945.0,1991437.0,1991429.0,1.0,7.0,778.7583353820904
f035990952,99.0,11962.0,1553822.0,1553812.0,1.0,9.0,778.5752044233999
f068338518,54.21,17543.0,1919419.0,1919410.0,0.0,9.0,778.356717435935
f043044191,76.96,19805.0,1676193.0,1676186.0,1.0,6.0,778.333020365711
f053813989,75.2,16338.0,1858352.0,1858344.0,1.0,7.0,778.0692245799781
f025202081,80.49,10032.0,1892797.0,1892793.0,0.0,4.0,778.0591770222032
f074767179,86.18,11857.0,1909581.0,1909575.0,1.0,5.0,777.4587880510093
f026670005,59.35,19793.0,1874156.0,1874154.0,0.0,2.0,777.4165124777297
f094155440,72.4,16616.0,1820947.0,1820947.0,0.0,0.0,777.2159404753543
f092169775,92.72,19579.0,1511095.0,1511094.0,1.0,0.0,776.2107107564543
f014025183,89.91,14373.0,1976376.0,1976370.0,2.0,4.0,775.9791429862261
f053329095,89.86,19917.0,1174830.0,1174825.0,0.0,5.0,775.913644284127
f017049725,93.32,14173.0,1817426.0,1817416.0,2.0,8.0,775.8365814117587
f041348960,97.26,19637.0,1714922.0,1714911.0,3.0,8.0,775.7409400363349
f094036957,89.14,18449.0,1435863.0,1435854.0,1.0,8.0,775.5782833463176
f075660013,82.48,14283.0,1652244.0,1652241.0,0.0,3.0,775.5562924651499
f061911984,82.5,18141.0,1433756.0,1433752.0,0.0,4.0,775.5205572832521
f018532984,57.23,15354.0,1953232.0,1953223.0,0.0,9.0,775.4681393639167
f053329542,96.51,13981.0,1434291.0,1434290.0,0.0,1.0,775.0914507356367
f066300682,89.88,19071.0,1610777.0,1610766.0,2.0,9.0,774.7845262820963
f015659334,99.66,17115.0,1061060.0,1061053.0,0.0,7.0,774.4214871662654
f088779221,77.88,18578.0,1797762.0,1797759.0,1.0,2.0,774.2800630511689
f012676033,62.82,16152.0,1943914.0,1943911.0,0.0,3.0,774.0245138458739
f096508038,80.73,18048.0,1964203.0,1964197.0,2.0,4.0,773.6998639838058
f092020821,89.69,19390.0,1817836.0,1817823.0,3.0,10.0,773.6864988361993
f026947996,59.11,18473.0,1873758.0,1873754.0,0.0,4.0,773.39767894431
f018333288,97.08,19108.0,1632040.0,1632036.0,2.0,2.0,773.2899994572124
f040556798,99.46,12465.0,1391331.0,1391328.0,0.0,3.0,773.2409939159893
f021309646,70.53,15436.0,1893260.0,1893249.0,1.0,10.0,772.6485671603907
f026076672,98.64,11305.0,1586585.0,1586576.0,1.0,8.0,772.454440761116
f063765702,98.55,18860.0,1884982.0,1884978.0,3.0,1.0,772.3311212076704
f014543138,57.46,16692.0,1863309.0,1863300.0,0.0,9.0,771.9755703660305
f057586639,58.4,19873.0,1985359.0,1985351.0,1.0,7.0,771.9567074981322
f076366522,73.16,11110.0,1952473.0,1952469.0,0.0,4.0,771.798600645598
f026387175,96.71,13008.0,1236094.0,1236084.0,0.0,10.0,771.7072247428144
f099928747,92.37,12825.0,1680460.0,1680453.0,1.0,6.0,771.4072198337793
f018370455,88.17,14033.0,1853549.0,1853548.0,1.0,0.0,771.3109149403892
f057621400,86.6,14583.0,1856279.0,1856267.0,2.0,10.0,771.088067692003
f056848222,95.22,11993.0,1937613.0,1937606.0,2.0,5.0,770.9433259870754
f090042462,79.77,14976.0,1946683.0,1946681.0,1.0,1.0,770.7959302102822
f046581436,64.67,17514.0,1996584.0,1996577.0,1.0,6.0,770.7577305330814
f019872546,66.01,14182.0,1935275.0,1935271.0,0.0,4.0,770.5477744908972
f087727034,89.42,14916.0,1929904.0,1929898.0,2.0,4.0,770.4582943537316
f041159476,57.95,18384.0,1759169.0,1759160.0,0.0,9.0,770.1290946541803
f063826888,67.78,15373.0,1783752.0,1783746.0,0.0,6.0,769.3014981736793
f070240497,87.26,14934.0,1364517.0,1364509.0,0.0,8.0,769.0008297466777
f095939656,68.62,19601.0,1478478.0,1478469.0,0.0,9.0,768.9080320196808
f045510774,68.68,19144.0,1599749.0,1599744.0,0.0,5.0,768.8365616558855
f039282829,81.61,16555.0,1344834.0,1344824.0,0.0,10.0,768.6910616447104
f017020875,57.23,15249.0,1919817.0,1919808.0,0.0,9.0,768.1381616022452
f087727859,92.07,12419.0,1713619.0,1713613.0,1.0,5.0,767.968206214599
f081100205,74.73,14144.0,1847906.0,1847906.0,0.0,0.0,767.7293397467417
f023133549,96.89,13712.0,1600366.0,1600362.0,1.0,3.0,767.5507586255341
f037493250,96.17,19194.0,1815168.0,1815161.0,3.0,4.0,767.4560651329192
f022040695,71.42,14930.0,1698289.0,1698282.0,0.0,7.0,767.4410885845375
f049239310,94.24,16107.0,1882833.0,1882821.0,3.0,9.0,767.401561871404
f055706729,90.6,19076.0,1730433.0,1730429.0,2.0,2.0,767.070561194516
f041542651,96.92,16495.0,1655068.0,1655061.0,2.0,5.0,766.4987034958717
f076652734,82.71,17066.0,1409882.0,1409877.0,0.0,5.0,766.3404070667756
f070705525,85.29,17116.0,1554146.0,1554138.0,1.0,7.0,766.029975446842
f090300847,75.15,15997.0,1787711.0,1787702.0,1.0,8.0,765.9948089946298
f048530744,94.65,10180.0,1987763.0,1987755.0,2.0,6.0,765.8436216866008
f057505860,77.15,18317.0,1480476.0,1480472.0,0.0,4.0,765.7611558822215
f021693911,91.17,14735.0,1478307.0,1478307.0,0.0,0.0,765.5967930031482
f040026876,89.08,18375.0,1813018.0,1813015.0,2.0,1.0,765.579636324306
f021180467,91.96,17750.0,1908393.0,1908384.0,3.0,6.0,764.9582043547531
f043559055,98.44,19173.0,1231923.0,1231917.0,1.0,5.0,764.8219935951059
f040777549,92.98,14156.0,1988892.0,1988880.0,3.0,9.0,764.2373394785408
f088104958,97.67,18598.0,1496172.0,1496164.0,2.0,6.0,763.8926892892036
f051863849,84.83,19886.0,1987466.0,1987459.0,3.0,4.0,763.683112400143
f093639951,80.36,17787.0,1530712.0,1530701.0,1.0,10.0,763.4734407228016
f062189813,88.52,11892.0,1661220.0,1661209.0,1.0,10.0,763.2759019454147
f057130553,75.75,12287.0,1871730.0,1871729.0,0.0,1.0,763.2503091095729
f067534762,85.16,12862.0,1554173.0,1554168.0,0.0,5.0,763.1348569834419
f064214060,87.08,17881.0,1339257.0,1339255.0,0.0,2.0,763.0278410143104
f022190667,74.46,14704.0,1974846.0,1974842.0,1.0,3.0,762.9023413304044
f085488916,97.39,12097.0,1221002.0,1220992.0,0.0,10.0,762.7891641230148
f060547757,97.74,15929.0,1870260.0,1870251.0,3.0,6.0,762.3831859159383
f012376893,81.34,10575.0,1838615.0,1838614.0,0.0,1.0,761.939387184784
f026741449,90.8,15396.0,1382072.0,1382070.0,0.0,2.0,761.6941699021065
f016413411,54.93,19204.0,1782059.0,1782052.0,0.0,7.0,761.3120783418157
f080922669,73.29,19545.0,1846072.0,1846061.0,2.0,9.0,760.9824047008602
f074600224,70.67,11309.0,1810225.0,1810216.0,0.0,9.0,760.9736841790178
f078510533,63.06,18158.0,1940836.0,1940829.0,1.0,6.0,760.1892163663242
f066077081,74.92,18205.0,1601240.0,1601229.0,1.0,10.0,760.1801166913583
f092607112,82.0,19167.0,1161505.0,1161495.0,0.0,10.0,760.1735762999764
f058731819,93.98,19056.0,1327229.0,1327224.0,1.0,4.0,760.131205938416
f029155808,74.33,17441.0,1849333.0,1849330.0,1.0,2.0,759.8193524942689
f012618414,87.31,12700.0,1373696.0,1373686.0,0.0,10.0,759.2334661300519
f065592660,82.23,12503.0,1959062.0,1959060.0,1.0,1.0,759.0287234433171
f064525267,83.13,17323.0,1399232.0,1399229.0,0.0,3.0,758.871280108749
f059769597,75.7,17967.0,1415337.0,1415330.0,0.0,7.0,758.814975869897
f086243681,96.65,14188.0,1984422.0,1984414.0,3.0,5.0,758.6508973556664
f041937412,97.05,15133.0,1579090.0,1579079.0,2.0,9.0,758.6350677127568
f010616064,64.02,15609.0,1765095.0,1765088.0,0.0,7.0,758.4847334992561
f055998796,72.26,12208.0,1894293.0,1894291.0,0.0,2.0,758.2857728976558
f031820451,92.41,18518.0,1425740.0,1425737.0,1.0,2.0,758.2756305516
f029008979,97.33,18763.0,1664697.0,1664686.0,3.0,8.0,758.2003686565688
f085813968,99.95,14658.0,1742510.0,1742507.0,2.0,1.0,758.1941126300295
f016761309,91.19,18612.0,1519732.0,1519721.0,2.0,9.0,758.1406520396042
f054753252,87.84,13616.0,1811024.0,1811023.0,1.0,0.0,758.0452950290231
f084523249,86.92,12480.0,1859317.0,1859315.0,1.0,1.0,757.6836777374058
f056555582,58.24,13421.0,1984793.0,1984786.0,0.0,7.0,757.4795985686371
f063982237,80.11,16573.0,1813714.0,1813713.0,1.0,0.0,757.2756141881492
f060474964,71.18,18230.0,1533558.0,1533553.0,0.0,5.0,757.1034786700426
f089264962,75.54,19316.0,1640292.0,1640286.0,1.0,5.0,756.7685916736378
f081618794,93.93,16685.0,1853423.0,1853413.0,3.0,7.0,756.6508646287652
f010146996,94.69,18197.0,1737505.0,1737494.0,3.0,8.0,756.6283998061929
f058876502,97.15,10256.0,1409236.0,1409231.0,0.0,5.0,756.4168323632334
f097663396,67.72,17131.0,1754009.0,1754008.0,0.0,1.0,756.4026141210992
f083586045,95.6,13902.0,1531779.0,1531774.0,1.0,4.0,756.1974922812406
f096556960,58.07,18624.0,1669369.0,1669360.0,0.0,9.0,755.8350218950951
f091092637,82.74,11325.0,1690249.0,1690246.0,0.0,3.0,755.70857432838
f043175667,86.57,15728.0,1268325.0,1268317.0,0.0,8.0,755.6751140652237
f081912970,76.77,14888.0,1981118.0,1981107.0,2.0,9.0,755.6355873520902
f085511620,89.77,18963.0,1492106.0,1492105.0,1.0,0.0,755.58686617571
f056091676,58.05,17731.0,1836882.0,1836878.0,0.0,4.0,755.3545400992344
f052213978,68.07,13394.0,1952954.0,1952954.0,0.0,0.0,755.2832593120006
f013216318,92.0,10344.0,1975306.0,1975298.0,2.0,6.0,754.9890364881002
f036377009,81.86,10606.0,1739803.0,1739800.0,0.0,3.0,754.951026387461
f056007385,63.38,12050.0,1987170.0,1987165.0,0.0,5.0,754.94458078436
f082428205,74.02,16116.0,1794412.0,1794405.0,1.0,6.0,754.6300732683478
f025247691,91.36,16099.0,1123302.0,1123293.0,0.0,9.0,754.5995514418994
